,StateName,stateabb,PCNAME,t_voters,t_electors,voters_turnout,log_electors,sex_ratio,f_voters_turnout,year
0,Andhra Pradesh,AP,Secunderabad,970791,1770024,54.8,14.39,923,51.4,1999
1,Andhra Pradesh,AP,Hyderabad,1083678,1567225,69.1,14.26,970,65.0,1999
2,Andhra Pradesh,AP,TIRUPATHI (SC),848995,1215573,69.8,14.01,1035,67.3,2004
3,Andhra Pradesh,AP,Hanamkonda,756778,1118951,67.6,13.93,983,65.4,1999
4,Andhra Pradesh,AP,Nizamabad,778332,1129947,68.9,13.94,1090,67.7,1999
5,Andhra Pradesh,AP,Nagarkurnool ,1106865,1477305,74.9,14.21,983,73.5,2014
6,Andhra Pradesh,AP,Rajampet,678817,946311,71.7,13.76,1008,68.1,1999
7,Andhra Pradesh,AP,Guntur,1237579,1572017,78.7,14.27,1033,78.1,2014
8,Andhra Pradesh,AP,Narasaraopet,878186,1262560,69.6,14.05,1002,67.7,1999
9,Andhra Pradesh,AP,ANANTAPUR,873370,1280923,68.2,14.06,994,65.4,2004
11,Andhra Pradesh,AP,Amalapuram,685230,908257,75.4,13.72,1019,71.8,1999
12,Andhra Pradesh,AP,Rajahmundry,823798,1137225,72.4,13.94,1020,69.9,1999
14,Andhra Pradesh,AP,Srikakulam,676413,985232,68.7,13.8,1075,67.3,1999
15,Andhra Pradesh,AP,Adilabad,863330,1131211,76.3,13.94,1045,75.6,2009
18,Andhra Pradesh,AP,Adilabad,770154,1094868,70.3,13.91,1043,68.2,1999
19,Andhra Pradesh,AP,Hindupur,1022666,1377610,74.2,14.14,982,72.7,2009
20,Andhra Pradesh,AP,ANAKAPALLI,781746,1023113,76.4,13.84,1065,74.2,2004
21,Andhra Pradesh,AP,Mahbubnagar,924538,1368868,67.5,14.13,1035,66.1,2009
23,Andhra Pradesh,AP,Bapatla,1177932,1392964,84.6,14.15,1029,84.1,2014
24,Andhra Pradesh,AP,Srikakulam,1046877,1413726,74.1,14.16,1001,76.9,2014
25,Andhra Pradesh,AP,Machilipatnam,1038841,1251053,83.0,14.04,1049,82.1,2009
26,Andhra Pradesh,AP,Nellore,786565,1165144,67.5,13.97,1016,64.0,1999
27,Andhra Pradesh,AP,Nalgonda,1073221,1455016,73.8,14.19,1020,71.9,2009
28,Andhra Pradesh,AP,Secundrabad,1003689,1893741,53.0,14.45,870,51.9,2014
29,Andhra Pradesh,AP,CHITTOOR,874425,1170325,74.7,13.97,1025,72.3,2004
30,Andhra Pradesh,AP,Rajahmundry,1149575,1421276,80.9,14.17,1010,80.4,2014
32,Andhra Pradesh,AP,RAJAHMUNDRY,815493,1074223,75.9,13.89,1024,74.5,2004
33,Andhra Pradesh,AP,BHADRACHALAM (ST),822860,1193297,69.0,13.99,1042,64.8,2004
34,Andhra Pradesh,AP,Bhongir,1125478,1478391,76.1,14.21,988,74.5,2009
35,Andhra Pradesh,AP,Hyderabad,731048,1393242,52.5,14.15,954,50.3,2009
37,Andhra Pradesh,AP,Guntur,794709,1239626,64.1,14.03,1017,61.7,1999
38,Andhra Pradesh,AP,Mahbubnagar ,1009304,1418668,71.1,14.17,989,70.8,2014
41,Andhra Pradesh,AP,Ongole,1014276,1375558,73.7,14.13,1029,73.0,2009
44,Andhra Pradesh,AP,PEDDAPALLI (SC),938802,1386543,67.7,14.14,981,64.8,2004
45,Andhra Pradesh,AP,RAJAMPET,688887,991369,69.5,13.81,1034,66.5,2004
46,Andhra Pradesh,AP,Chittoor,1042027,1291921,80.7,14.07,1026,79.9,2009
47,Andhra Pradesh,AP,Khammam,1029074,1259815,81.7,14.05,1023,81.2,2009
49,Andhra Pradesh,AP,Nagarkurnool,843025,1212569,69.5,14.01,1000,67.6,1999
50,Andhra Pradesh,AP,Vijayawada,947325,1384393,68.4,14.14,985,65.8,1999
52,Andhra Pradesh,AP,Siddipet,1075422,1622094,66.3,14.3,964,64.0,1999
53,Andhra Pradesh,AP,Bhongir,1208493,1492240,81.0,14.22,971,80.0,2014
54,Andhra Pradesh,AP,Cuddapah,739109,1090670,67.8,13.9,1013,65.2,1999
55,Andhra Pradesh,AP,Zahirabad,1092808,1445354,75.6,14.18,1013,75.2,2014
57,Andhra Pradesh,AP,HYDERABAD,986387,1770725,55.7,14.39,973,51.8,2004
61,Andhra Pradesh,AP,Secundrabad,864268,1574818,54.9,14.27,920,52.8,2009
70,Andhra Pradesh,AP,Nellore,1179968,1606127,73.5,14.29,1015,73.0,2014
71,Andhra Pradesh,AP,NALGONDA,1046908,1605163,65.2,14.29,953,62.4,2004
72,Andhra Pradesh,AP,PARVATHIPURAM (ST),660212,896336,73.7,13.71,1072,70.8,2004
74,Andhra Pradesh,AP,Mahabubabad,994531,1265396,78.6,14.05,1032,77.6,2009
75,Andhra Pradesh,AP,Mahabubnagar,830725,1249455,66.5,14.04,1023,64.3,1999
76,Andhra Pradesh,AP,GUNTUR,820124,1172954,69.9,13.98,1026,67.0,2004
78,Andhra Pradesh,AP,Parvathipuram,637051,911609,69.9,13.72,1078,66.3,1999
81,Andhra Pradesh,AP,NARASAPUR,765772,996175,76.9,13.81,1026,75.1,2004
82,Andhra Pradesh,AP,Chittoor,1192153,1451851,82.1,14.19,1006,82.0,2014
83,Andhra Pradesh,AP,Aruku,906864,1272340,71.3,14.06,1045,70.3,2014
84,Andhra Pradesh,AP,Ongole,1197855,1470212,81.5,14.2,997,81.7,2014
85,Andhra Pradesh,AP,KURNOOL,818316,1310724,62.4,14.09,1034,58.7,2004
86,Andhra Pradesh,AP,Adilabad,1043965,1386282,75.3,14.14,1016,75.2,2014
87,Andhra Pradesh,AP,Anakapalli,1043547,1331695,78.4,14.1,1063,77.6,2009
88,Andhra Pradesh,AP,Tirupathi,824694,1199710,68.7,14.0,1025,65.1,1999
89,Andhra Pradesh,AP,Eluru,852429,1147205,74.3,13.95,1007,71.6,1999
90,Andhra Pradesh,AP,Bobbili,716703,949773,75.5,13.76,1050,73.5,1999
91,Andhra Pradesh,AP,KHAMMAM,1020523,1298614,78.6,14.08,1009,78.1,2004
92,Andhra Pradesh,AP,Medak,1056239,1389721,76.0,14.14,1017,75.0,2009
94,Andhra Pradesh,AP,Kadapa,1020133,1347716,75.7,14.11,1057,75.4,2009
97,Andhra Pradesh,AP,Kakinada,836085,1171987,71.3,13.97,1018,68.3,1999
99,Andhra Pradesh,AP,MEDAK,899374,1259126,71.4,14.05,1027,69.1,2004
102,Andhra Pradesh,AP,ONGOLE,795544,1063995,74.8,13.88,1034,74.3,2004
103,Andhra Pradesh,AP,Rajahmundry,1013567,1260974,80.4,14.05,1033,79.4,2009
105,Andhra Pradesh,AP,Karimnagar,1120142,1550810,72.2,14.25,995,73.6,2014
107,Andhra Pradesh,AP,Tirupati,1207418,1574161,76.7,14.27,1022,76.1,2014
110,Andhra Pradesh,AP,Medak,868547,1219960,71.2,14.01,1014,68.7,1999
111,Andhra Pradesh,AP,Bhadrachalam,759883,1085536,70.0,13.9,1006,65.5,1999
113,Andhra Pradesh,AP,Nandyal,1200607,1576945,76.1,14.27,1013,75.5,2014
114,Andhra Pradesh,AP,Kurnool,868975,1307312,66.5,14.08,1029,64.4,2009
116,Andhra Pradesh,AP,Peddapalle,1021747,1425355,71.7,14.17,964,71.6,2014
117,Andhra Pradesh,AP,Kurnool,1062680,1481791,71.7,14.21,1005,69.9,2014
119,Andhra Pradesh,AP,Eluru,1073463,1275575,84.2,14.06,1037,83.2,2009
121,Andhra Pradesh,AP,Nalgonda,980671,1417182,69.2,14.16,952,66.0,1999
122,Andhra Pradesh,AP,Tirupati,1057584,1464896,72.2,14.2,1034,71.0,2009
123,Andhra Pradesh,AP,Vizianagaram,1015243,1323238,76.7,14.1,1040,76.3,2009
124,Andhra Pradesh,AP,Anakapalli,764079,1035708,73.8,13.85,1042,71.7,1999
125,Andhra Pradesh,AP,Rajampet,991792,1311449,75.6,14.09,1053,73.9,2009
127,Andhra Pradesh,AP,Narsapuram,1083177,1325028,81.7,14.1,1030,81.3,2014
128,Andhra Pradesh,AP,VIJAYAWADA,943766,1464657,64.4,14.2,999,62.2,2004
129,Andhra Pradesh,AP,NIZAMABAD,781638,1128312,69.3,13.94,1137,62.3,2004
130,Andhra Pradesh,AP,Visakhapatnam,1160178,1723011,67.3,14.36,969,68.0,2014
131,Andhra Pradesh,AP,ELURU,894854,1151672,77.7,13.96,1025,75.4,2004
133,Andhra Pradesh,AP,Vizianagaram ,1119507,1403736,79.8,14.15,1003,80.4,2014
137,Andhra Pradesh,AP,Narasapur,733626,1020409,71.9,13.84,1017,69.6,1999
138,Andhra Pradesh,AP,Anakapalli,1144120,1401474,81.6,14.15,1034,81.7,2014
142,Andhra Pradesh,AP,Srikakulam,914354,1226125,74.6,14.02,1067,76.1,2009
144,Andhra Pradesh,AP,Nellore,997825,1450938,68.8,14.19,1036,68.1,2009
145,Andhra Pradesh,AP,Nandyal,992984,1358711,73.1,14.12,1031,71.5,2009
146,Andhra Pradesh,AP,Machilipatnam,730278,1006429,72.6,13.82,1014,69.6,1999
147,Andhra Pradesh,AP,SECUNDERABAD,973226,1850694,52.6,14.43,934,49.0,2004
148,Andhra Pradesh,AP,Aruku,788265,1182514,66.7,13.98,1076,64.4,2009
149,Andhra Pradesh,AP,Medak,1188084,1536166,77.3,14.24,981,76.7,2014
150,Andhra Pradesh,AP,Warangal,855702,1132718,75.5,13.94,998,73.6,1999
151,Andhra Pradesh,AP,BOBBILI,745517,976012,76.4,13.79,1055,74.5,2004
152,Andhra Pradesh,AP,VISAKHAPATNAM,965735,1515574,63.7,14.23,1015,61.0,2004
153,Andhra Pradesh,AP,Khammam,1179236,1440267,81.9,14.18,1022,81.4,2014
155,Andhra Pradesh,AP,Kakinada,1093933,1418290,77.1,14.16,1000,76.0,2014
156,Andhra Pradesh,AP,Narasaraopet,1276157,1514861,84.2,14.23,1024,83.6,2014
157,Andhra Pradesh,AP,Vijayawada,1189514,1564513,76.0,14.26,1003,75.3,2014
158,Andhra Pradesh,AP,Anantapur,996388,1411460,70.6,14.16,997,69.2,2009
159,Andhra Pradesh,AP,Warangal,1170723,1537778,76.1,14.25,992,75.8,2014
160,Andhra Pradesh,AP,Peddapalle,902737,1315642,68.6,14.09,976,68.6,2009
164,Andhra Pradesh,AP,Karimnagar,985840,1496211,65.9,14.22,994,67.4,2009
166,Andhra Pradesh,AP,Warangal,1028881,1486617,69.2,14.21,994,68.3,2009
167,Andhra Pradesh,AP,Zahirabad,1013361,1359566,74.5,14.12,1049,73.2,2009
169,Andhra Pradesh,AP,CHELVELLA,1084096,1681664,64.5,14.34,954,61.8,2009
171,Andhra Pradesh,AP,AMALAPURAM (SC),702715,904207,77.7,13.71,1023,74.6,2004
173,Andhra Pradesh,AP,ADILABAD,830601,1140834,72.8,13.95,1044,69.6,2004
174,Andhra Pradesh,AP,NANDYAL,828724,1182240,70.1,13.98,1024,68.1,2004
176,Andhra Pradesh,AP,Mahabubabad,1120853,1387288,80.8,14.14,1015,80.2,2014
177,Andhra Pradesh,AP,Khammam,948088,1228365,77.2,14.02,999,74.6,1999
178,Andhra Pradesh,AP,Narsapuram,985346,1173138,84.0,13.98,1068,83.5,2009
179,Andhra Pradesh,AP,Bapatla,727105,1077815,67.5,13.89,1023,64.2,1999
180,Andhra Pradesh,AP,Nalgonda,1180687,1494343,79.0,14.22,1003,78.0,2014
181,Andhra Pradesh,AP,Karimnagar,840556,1259045,66.8,14.05,1024,66.1,1999
182,Andhra Pradesh,AP,Vijayawada,1084079,1402315,77.3,14.15,1022,76.4,2009
185,Andhra Pradesh,AP,Narasaraopet,1077087,1360431,79.2,14.12,1042,77.3,2009
186,Andhra Pradesh,AP,CHELVELLA,1312120,2185164,60.0,14.6,895,59.8,2014
188,Andhra Pradesh,AP,Tenali,659306,960447,68.6,13.78,1011,64.9,1999
189,Andhra Pradesh,AP,Chittoor,853778,1140219,74.9,13.95,1011,71.9,1999
190,Andhra Pradesh,AP,Hyderabad,971226,1823217,53.3,14.42,898,51.6,2014
191,Andhra Pradesh,AP,Hindupur,1170783,1446496,80.9,14.18,969,80.4,2014
192,Andhra Pradesh,AP,Anantapur,772471,1226314,63.0,14.02,985,58.7,1999
195,Andhra Pradesh,AP,MACHILIPATNAM,752413,993370,75.7,13.81,1033,73.8,2004
196,Andhra Pradesh,AP,Hindupur,792868,1151606,68.8,13.96,969,64.3,1999
197,Andhra Pradesh,AP,Peddapalli,896723,1330759,67.4,14.1,977,64.8,1999
198,Andhra Pradesh,AP,Visakhapatnam,914936,1420606,64.4,14.17,973,62.4,1999
199,Andhra Pradesh,AP,Nagarkurnool,1021962,1460484,70.0,14.19,1018,67.7,2009
200,Andhra Pradesh,AP,Malkajgiri,1618441,3183083,50.8,14.97,847,50.8,2014
202,Andhra Pradesh,AP,Nizamabad,1026505,1496193,68.6,14.22,1065,72.5,2014
203,Andhra Pradesh,AP,KAKINADA,832052,1164984,71.4,13.97,1017,68.4,2004
204,Andhra Pradesh,AP,Kadapa,1189516,1550440,76.7,14.25,1027,77.2,2014
205,Andhra Pradesh,AP,Guntur,1039270,1365177,76.1,14.13,1036,75.1,2009
206,Andhra Pradesh,AP,KARIMNAGAR,874367,1344786,65.0,14.11,1015,66.2,2004
207,Andhra Pradesh,AP,Kurnool,773629,1163375,66.5,13.97,1008,61.8,1999
208,Andhra Pradesh,AP,HINDUPUR,865406,1179211,73.4,13.98,980,70.4,2004
210,Andhra Pradesh,AP,MIRYALGUDA,961408,1289342,74.6,14.07,1014,72.4,2004
212,Andhra Pradesh,AP,Eluru,1194720,1427764,83.7,14.17,1020,82.4,2014
215,Andhra Pradesh,AP,SIDDIPET (SC),1118829,1727118,64.8,14.36,973,62.8,2004
217,Andhra Pradesh,AP,HANAMKONDA,831324,1207089,68.9,14.0,995,66.5,2004
218,Andhra Pradesh,AP,Nizamabad,887063,1333271,66.5,14.1,1149,66.6,2009
224,Andhra Pradesh,AP,Malkajgiri,1205061,2343050,51.4,14.67,902,49.9,2009
225,Andhra Pradesh,AP,Amalapuram,1113914,1357865,82.0,14.12,989,81.3,2014
226,Andhra Pradesh,AP,Ongole,792803,1190279,66.6,13.99,1010,64.3,1999
227,Andhra Pradesh,AP,Anantapur,1205849,1536894,78.5,14.25,982,77.9,2014
228,Andhra Pradesh,AP,Amalapuram,1020359,1275287,80.0,14.06,1018,77.2,2009
229,Andhra Pradesh,AP,NARASARAOPET,897889,1255040,71.5,14.04,1016,69.5,2004
232,Andhra Pradesh,AP,NELLORE (SC),833825,1153181,72.3,13.96,1027,69.7,2004
234,Andhra Pradesh,AP,Nandyal,749179,1116553,67.1,13.93,1001,64.4,1999
235,Andhra Pradesh,AP,CUDDAPAH,814047,1143505,71.2,13.95,1039,69.4,2004
236,Andhra Pradesh,AP,Kakinada,961871,1265094,76.0,14.05,1022,74.0,2009
238,Andhra Pradesh,AP,BAPATLA,733677,948929,77.3,13.76,1031,75.6,2004
239,Andhra Pradesh,AP,Miryalguda,931826,1206229,77.3,14.0,997,74.6,1999
240,Andhra Pradesh,AP,NAGARKURNOOL (SC),882624,1296544,68.1,14.08,1009,65.4,2004
241,Andhra Pradesh,AP,MAHABUBNAGAR,866243,1365922,63.4,14.13,1031,62.3,2004
244,Andhra Pradesh,AP,Visakhapatnam,1008277,1387482,72.7,14.14,998,72.9,2009
245,Andhra Pradesh,AP,Machilipatnam,1134104,1369311,82.8,14.13,1026,82.2,2014
247,Andhra Pradesh,AP,Rajampet,1153835,1487791,77.6,14.21,1022,77.5,2014
248,Andhra Pradesh,AP,Bapatla,1039219,1321607,78.6,14.09,1049,77.8,2009
249,Andhra Pradesh,AP,WARANGAL,921516,1215167,75.8,14.01,1018,73.0,2004
250,Andhra Pradesh,AP,TENALI,671316,880148,76.3,13.69,1030,74.2,2004
251,Andhra Pradesh,AP,SRIKAKULAM,723013,958626,75.4,13.77,1099,74.1,2004
252,Arunachal Pradesh,AR,Arunachal East,196263,265446,73.9,12.49,846,81.6,1999
253,Arunachal Pradesh,AR,ARUNACHAL EAST,162704,289606,56.2,12.58,884,55.4,2004
256,Arunachal Pradesh,AR,Arunachal West,244968,346126,70.8,12.75,958,70.9,1999
258,Arunachal Pradesh,AR,ARUNACHAL WEST,326286,446640,73.1,13.01,1036,75.1,2014
259,Arunachal Pradesh,AR,Arunachal East,214927,301173,71.4,12.62,954,69.9,2009
260,Arunachal Pradesh,AR,ARUNACHAL EAST,255462,312704,81.7,12.65,953,84.3,2014
261,Arunachal Pradesh,AR,Arunachal West,285702,433368,65.9,12.98,1011,65.4,2009
263,Arunachal Pradesh,AR,ARUNACHAL WEST,220618,394428,55.9,12.89,994,55.2,2004
266,Assam,AS,Barpeta,767914,1023625,75.0,13.84,908,73.8,1999
268,Assam,AS,Karimganj,685045,1068811,64.1,13.88,900,57.3,2009
270,Assam,AS,Mangaldoi,858529,1180131,72.7,13.98,925,68.3,1999
274,Assam,AS,Lakhimpur,767004,1060744,72.3,13.87,925,74.4,1999
275,Assam,AS,Tezpur,705449,971406,72.6,13.79,920,71.8,1999
276,Assam,AS,KOKRAJHAR (ST),966915,1216553,79.5,14.01,937,74.5,2004
278,Assam,AS,Tezpur,842506,1210132,69.6,14.01,939,68.3,2009
280,Assam,AS,BARPETA,762614,1075749,70.9,13.89,893,68.8,2004
281,Assam,AS,NOWGONG,785885,1149244,68.4,13.95,920,65.5,2004
285,Assam,AS,DHUBRI,863463,1149939,75.1,13.96,942,73.3,2004
286,Assam,AS,Dibrugarh,749676,1114965,67.2,13.92,941,64.2,2009
287,Assam,AS,Silchar,688474,978510,70.4,13.79,902,65.5,2009
288,Assam,AS,Autonomous District,480965,693407,69.4,13.45,946,67.6,2009
289,Assam,AS,LAKHIMPUR,800101,1126632,71.0,13.93,935,67.8,2004
291,Assam,AS,Kaliabor,1166562,1457219,80.1,14.19,936,79.7,2014
292,Assam,AS,Kokrajhar,1223504,1505472,81.3,14.22,940,80.5,2014
294,Assam,AS,Lakhimpur,910279,1332518,68.3,14.1,955,66.0,2009
295,Assam,AS,Jorhat,649489,1003470,64.7,13.82,905,63.9,1999
297,Assam,AS,Kokrajhar,910953,1168480,78.0,13.97,939,73.2,1999
298,Assam,AS,Gauhati,858028,1354869,63.3,14.12,920,62.3,1999
300,Assam,AS,Barpeta,1205880,1430188,84.3,14.17,893,84.7,2014
301,Assam,AS,Tezpur,980524,1259568,77.8,14.05,923,78.6,2014
302,Assam,AS,SILCHAR,607884,879243,69.1,13.69,918,68.9,2004
304,Assam,AS,Silchar,608528,827760,73.5,13.63,983,66.2,1999
305,Assam,AS,Nowgong,999613,1411331,70.8,14.16,943,69.6,2009
309,Assam,AS,Nowgong,781105,1113339,70.2,13.92,837,72.4,1999
310,Assam,AS,Dhubri,1046917,1371949,76.3,14.13,946,75.0,2009
311,Assam,AS,GAUHATI,881696,1441360,61.2,14.18,917,57.3,2004
312,Assam,AS,MANGALDOI,848741,1209839,70.2,14.01,926,64.3,2004
313,Assam,AS,Gauhati,1111036,1723860,64.5,14.36,935,62.1,2009
314,Assam,AS,Jorhat,930872,1189486,78.3,13.99,946,77.3,2014
315,Assam,AS,Mangaldoi,989372,1416682,69.8,14.16,928,66.2,2009
316,Assam,AS,Silchar,799890,1060175,75.4,13.87,912,73.4,2014
318,Assam,AS,Karimganj,695538,943163,73.7,13.76,931,70.5,1999
319,Assam,AS,Lakhimpur,1112022,1431080,77.7,14.17,946,77.6,2014
322,Assam,AS,Kaliabor,779525,1111536,70.1,13.92,890,70.0,1999
323,Assam,AS,AUTONOMOUS DISTRICT (ST),401612,579284,69.3,13.27,915,67.2,2004
324,Assam,AS,Dhubri,825531,1050547,78.6,13.86,962,77.6,1999
325,Assam,AS,Barpeta,900040,1239607,72.6,14.03,886,71.3,2009
326,Assam,AS,TEZPUR,720182,1006389,71.6,13.82,926,68.4,2004
327,Assam,AS,Dhubri,1369123,1550166,88.3,14.25,944,87.7,2014
328,Assam,AS,JORHAT,667973,1078149,62.0,13.89,927,57.0,2004
329,Assam,AS,Kokrajhar,1014507,1377837,73.6,14.14,947,70.0,2009
330,Assam,AS,DIBRUGARH,631416,969905,65.1,13.78,895,61.9,2004
332,Assam,AS,Kaliabor,959728,1348371,71.2,14.11,952,68.7,2009
333,Assam,AS,Autonomous District,543320,702230,77.4,13.46,956,76.9,2014
334,Assam,AS,Gauhati,1511616,1922270,78.6,14.47,945,77.8,2014
335,Assam,AS,Nowgong,1230044,1523881,80.7,14.24,923,80.7,2014
336,Assam,AS,Mangaldoi,1233049,1515676,81.4,14.23,915,80.3,2014
338,Assam,AS,Dibrugarh,578810,945785,61.2,13.76,894,56.9,1999
339,Assam,AS,Dibrugarh,890824,1124305,79.2,13.93,940,78.7,2014
341,Assam,AS,Jorhat,761762,1182349,64.4,13.98,953,60.9,2009
342,Assam,AS,Karimganj,886314,1165997,76.0,13.97,895,73.5,2014
343,Assam,AS,Autonomous District,396516,535818,74.0,13.19,927,74.0,1999
344,Assam,AS,KALIABOR,763617,1153483,66.2,13.96,898,63.2,2004
347,Assam,AS,KARIMGANJ (SC),671065,979105,68.5,13.79,921,58.6,2004
348,Bihar,BH,Nalanda,568201,1719503,33.0,14.36,878,29.1,2009
349,Bihar,BH,Bagaha,579180,1028588,56.3,13.84,847,42.2,1999
350,Bihar,BH,Begusarai,718090,1473263,48.7,14.2,876,50.4,2009
351,Bihar,BH,Munger,914268,1719984,53.2,14.36,834,52.2,2014
353,Bihar,BH,Muzaffarpur,730490,1067836,68.4,13.88,866,59.3,1999
355,Bihar,BH,Patna Sahib,552293,1641976,33.6,14.31,805,28.3,2009
356,Bihar,BH,Araria,648975,1043070,62.2,13.86,856,52.9,1999
358,Bihar,BH,Katihar,647219,1039500,62.3,13.85,903,55.8,1999
361,Bihar,BH,Karakat,789800,1580558,50.0,14.27,860,45.5,2014
364,Bihar,BH,Jamui,535252,1404016,38.1,14.15,866,35.4,2009
367,Bihar,BH,Darbhanga,545700,1307067,41.7,14.08,853,42.9,2009
368,Bihar,BH,Patna,812307,1470372,55.2,14.2,787,50.2,1999
369,Bihar,BH,Jhanjharpur,607833,1418977,42.8,14.17,874,43.5,2009
370,Bihar,BH,Chapra,778714,1003426,77.6,13.82,893,65.3,1999
371,Bihar,BH,Bikramganj,742514,1128738,65.8,13.94,832,63.8,1999
373,Bihar,BH,Jahanabad,786107,1105202,71.1,13.92,960,64.8,1999
374,Bihar,BH,Nawada,581575,1397512,41.6,14.15,875,41.4,2009
375,Bihar,BH,DARBHANGA,764102,1202456,63.5,14.0,864,59.3,2004
376,Bihar,BH,Purnia,704638,1305396,54.0,14.08,897,53.8,2009
377,Bihar,BH,Gopalganj,750762,1176915,63.8,13.98,844,52.5,1999
379,Bihar,BH,Sheohar,573012,1269056,45.2,14.05,873,43.6,2009
385,Bihar,BH,Purvi Champaran,822648,1439253,57.2,14.18,846,57.7,2014
388,Bihar,BH,Sasaram,599031,1402789,42.7,14.15,869,36.9,2009
389,Bihar,BH,Jhanjharpur,684147,1053943,64.9,13.87,926,61.2,1999
391,Bihar,BH,Madhepura,1034651,1725693,60.0,14.36,919,63.6,2014
392,Bihar,BH,NALANDA,895089,1311971,68.2,14.09,919,60.6,2004
393,Bihar,BH,SITAMARHI,690791,1265132,54.6,14.05,875,47.9,2004
394,Bihar,BH,Araria,975804,1587332,61.5,14.28,883,64.9,2014
395,Bihar,BH,Siwan,884005,1563860,56.5,14.26,858,61.0,2014
396,Bihar,BH,BAGAHA (SC),570814,1160275,49.2,13.96,848,39.6,2004
399,Bihar,BH,GAYA (SC),883374,1436323,61.5,14.18,888,51.6,2004
400,Bihar,BH,Paschim Champaran,515464,1220868,42.2,14.02,854,36.0,2009
401,Bihar,BH,SAMASTIPUR,864688,1433793,60.3,14.18,881,54.6,2004
403,Bihar,BH,Arrah,893054,1824515,48.9,14.42,795,46.5,2014
404,Bihar,BH,MONGHYR,838209,1310042,64.0,14.09,830,57.3,2004
406,Bihar,BH,BARH,864069,1242851,69.5,14.03,891,60.8,2004
407,Bihar,BH,Ujiarpur,858905,1426217,60.2,14.17,866,64.2,2014
409,Bihar,BH,ROSERA (SC),713782,1245733,57.3,14.04,885,51.6,2004
410,Bihar,BH,Kishanganj,727839,1129430,64.4,13.94,910,56.2,1999
414,Bihar,BH,KATIHAR,704422,1158042,60.8,13.96,880,60.3,2004
415,Bihar,BH,Supaul,697636,1279549,54.5,14.06,902,57.2,2009
419,Bihar,BH,Rosera,734151,1077267,68.1,13.89,896,62.3,1999
420,Bihar,BH,Madhubani,717312,1101089,65.1,13.91,877,60.1,1999
421,Bihar,BH,Darbhanga,766168,1043388,73.4,13.86,871,60.0,1999
422,Bihar,BH,Sitamarhi,576724,1355817,42.5,14.12,886,41.3,2009
423,Bihar,BH,JAHANABAD,863788,1246756,69.3,14.04,892,68.6,2004
424,Bihar,BH,Saran,581079,1268338,45.8,14.05,844,46.1,2009
425,Bihar,BH,Valmiki Nagar,599393,1275653,47.0,14.06,848,44.4,2009
427,Bihar,BH,Munger,651561,1564604,41.6,14.26,843,37.2,2009
428,Bihar,BH,Samastipur,801021,1219110,65.7,14.01,878,61.2,1999
429,Bihar,BH,Monghyr,712195,1147663,62.1,13.95,859,55.6,1999
430,Bihar,BH,SASARAM (SC),697265,1291800,54.0,14.07,881,44.6,2004
431,Bihar,BH,Gopalganj (SC),903561,1654838,54.6,14.32,899,58.6,2014
432,Bihar,BH,Sasaram,662269,1144324,57.9,13.95,858,46.4,1999
433,Bihar,BH,Jamui (SC),775597,1550936,50.0,14.25,872,49.8,2014
434,Bihar,BH,MADHUBANI,695136,1257633,55.3,14.04,861,50.8,2004
435,Bihar,BH,Madhepura,660906,997210,66.3,13.81,918,57.5,1999
436,Bihar,BH,Begusarai,1077365,1778759,60.6,14.39,873,64.2,2014
437,Bihar,BH,Sheohar,842663,1485801,56.7,14.21,875,59.0,2014
438,Bihar,BH,Jahanabad,599177,1276912,46.9,14.06,876,42.2,2009
440,Bihar,BH,Bhagalpur,679321,1232833,55.1,14.02,874,41.9,1999
441,Bihar,BH,Gaya,647985,1056530,61.3,13.87,895,57.1,1999
442,Bihar,BH,Begusarai,641348,1110888,57.7,13.92,918,47.0,1999
444,Bihar,BH,GOPALGANJ,694487,1231178,56.4,14.02,802,50.7,2004
445,Bihar,BH,Maharajganj,710396,981566,72.4,13.8,1014,60.0,1999
446,Bihar,BH,Siwan,641578,1282480,50.0,14.06,843,52.7,2009
447,Bihar,BH,BALIA,632330,1181597,53.5,13.98,875,53.8,2004
448,Bihar,BH,Barh,759663,1081353,70.3,13.89,873,60.3,1999
449,Bihar,BH,Balia,506250,996579,50.8,13.81,890,45.3,1999
453,Bihar,BH,Pataliputra,976815,1736074,56.3,14.37,859,52.8,2014
460,Bihar,BH,Saharsa,732053,1142103,64.1,13.95,902,58.3,1999
461,Bihar,BH,HAJIPUR (SC),773565,1208834,64.0,14.01,707,64.9,2004
462,Bihar,BH,BUXAR,649116,1222441,53.1,14.02,801,41.7,2004
463,Bihar,BH,Purnea,702553,1085356,64.7,13.9,897,55.5,1999
464,Bihar,BH,Katihar,724662,1272769,56.9,14.06,883,57.7,2009
467,Bihar,BH,Nawada,859271,1173989,73.2,13.98,957,71.4,1999
468,Bihar,BH,MAHARAJGANJ,664381,1114665,59.6,13.92,960,42.6,2004
470,Bihar,BH,SAHARSA,738272,1287666,57.3,14.07,918,54.5,2004
474,Bihar,BH,Arrah,689472,1121825,61.5,13.93,867,46.1,1999
476,Bihar,BH,Khagaria,672123,1044431,64.4,13.86,879,55.5,1999
477,Bihar,BH,Madhepura,756432,1508361,50.1,14.23,909,50.6,2009
479,Bihar,BH,PATNA,901556,1741220,51.8,14.37,825,43.7,2004
